date,visitors,pageviews,sessions,bounced_sessions,avg_session_duration_secs,awards_week,awards_night
2023-02-06,1441282,3390650,1563450,548615,97,1,0
2023-02-07,367787,836729,404375,144120,107,1,0
2023-02-08,209378,473098,225201,72222,110,1,0
2023-02-09,151241,330990,162540,51737,102,1,0
2023-02-10,122553,275305,133148,43140,108,1,0
2023-02-11,122153,273913,130190,38302,109,1,0
2023-02-12,126021,260762,136061,34682,111,1,0
2023-02-13,81844,162329,86797,24139,111,0,0
2023-02-14,55874,109908,59977,19415,102,0,0
2023-02-15,48658,98360,52353,18492,101,0,0
2023-02-16,43914,87613,47169,17863,97,0,0
2023-02-17,42247,85376,45549,16931,99,0,0
2023-02-18,37337,75567,40138,14611,95,0,0
2023-02-19,34338,69655,37181,14118,92,0,0
2023-02-20,29949,59554,32092,12966,87,0,0
2023-02-21,27896,55157,29761,12726,90,0,0
2023-02-22,26660,51730,28476,13005,91,0,0
2023-02-23,26618,51344,28370,13164,88,0,0
2023-02-24,27396,53956,29299,13648,84,0,0
2023-02-25,24847,50086,26561,12357,83,0,0
2023-02-26,21871,43844,23439,11242,87,0,0
2023-02-27,21367,41234,22820,11280,77,0,0
2023-02-28,20536,40037,22000,10818,76,0,0
2023-03-01,20487,38927,21878,10762,80,0,0
2023-03-02,20803,39818,21899,11046,80,0,0
2023-03-03,19518,37294,20717,10280,76,0,0
2023-03-04,18295,35962,19545,9306,79,0,0
2023-03-05,18840,36418,20056,9774,78,0,0
2023-03-06,18650,35807,19985,9891,82,0,0
2023-03-07,18921,35836,20328,10347,81,0,0
2023-03-08,18656,35916,20085,10348,84,0,0
2023-03-09,17114,33313,18576,9461,81,0,0
2023-03-10,19174,36701,20546,10578,73,0,0
2023-03-11,18801,35623,19934,10087,68,0,0
2023-03-12,37150,75379,38967,17828,65,0,0
2023-03-13,36086,77071,38037,17197,64,0,0
2023-03-14,21167,41054,22488,11330,73,0,0
2023-03-15,18476,36023,19678,9967,77,0,0
2023-03-16,18763,35997,19991,10334,76,0,0
2023-03-17,18023,34579,19227,9672,72,0,0
2023-03-18,27380,50004,29080,14817,76,0,0
2023-03-19,20211,37913,21136,10363,68,0,0
2023-03-20,18764,34670,20154,10724,72,0,0
2023-03-21,17787,32293,18846,10326,71,0,0
2023-03-22,17157,30657,18191,9942,73,0,0
2023-03-23,16723,30548,17723,9426,74,0,0
2023-03-24,20952,39241,22200,11100,80,0,0
2023-03-25,18056,33788,18826,9346,76,0,0
2023-03-26,16435,31118,17461,8923,80,0,0
2023-03-27,17009,31091,17745,9333,79,0,0
2023-03-28,16828,30960,17826,9281,77,0,0
2023-03-29,18432,34576,19730,10165,78,0,0
2023-03-30,16727,30475,17954,9561,78,0,0
2023-03-31,17114,32051,18300,9612,77,0,0
2023-04-01,14697,28144,15740,8081,75,0,0
2023-04-02,15613,28868,16427,8551,72,0,0
2023-04-03,18315,34889,19462,10043,81,0,0
2023-04-04,18358,34544,19559,10019,86,0,0
2023-04-05,16876,31812,18092,9533,82,0,0
2023-04-06,17771,33022,18896,9906,77,0,0
2023-04-07,15930,29951,17074,9019,80,0,0
2023-04-08,17143,31697,18081,9419,73,0,0
2023-04-09,35841,78751,38082,14243,95,0,0
2023-04-10,22844,44119,24136,10707,76,0,0
2023-04-11,17192,32481,18227,9163,76,0,0
2023-04-12,16241,30063,17152,8872,84,0,0
2023-04-13,16256,29864,17339,9121,77,0,0
2023-04-14,16682,31019,17905,9363,75,0,0
2023-04-15,15644,29586,16539,8411,77,0,0
2023-04-16,15983,29801,16908,8762,71,0,0
2023-04-17,16776,30658,17788,9595,74,0,0
2023-04-18,15899,29916,16970,8847,82,0,0
2023-04-19,18310,35347,19534,10059,76,0,0
2023-04-20,18790,35413,19976,10274,73,0,0
2023-04-21,18368,34490,19436,9864,73,0,0
2023-04-22,16403,30386,17247,8812,67,0,0
2023-04-23,16362,30751,17153,8553,76,0,0
2023-04-24,17541,32689,18678,9668,72,0,0
2023-04-25,18262,33281,19327,10387,73,0,0
2023-04-26,15660,29018,16699,8868,76,0,0
2023-04-27,14039,25944,15052,8040,77,0,0
2023-04-28,13947,25573,14769,7828,74,0,0
2023-04-29,13127,24285,13849,7083,73,0,0
2023-04-30,13662,25691,14623,7536,71,0,0
2023-05-01,16266,30062,17346,9097,71,0,0
2023-05-02,18538,34007,20000,10524,77,0,0
2023-05-03,18070,32890,19495,10325,73,0,0
2023-05-04,17018,29738,18074,10084,69,0,0
2023-05-05,13993,25219,14897,7917,79,0,0
2023-05-06,12198,22095,12928,6679,73,0,0
2023-05-07,12689,22960,13553,7212,72,0,0
2023-05-08,25026,45418,26725,14101,66,0,0
2023-05-09,22255,39841,23948,13052,72,0,0
2023-05-10,25566,47510,27459,14356,97,0,0
2023-05-11,20696,38328,22126,11643,80,0,0
2023-05-12,16972,30792,18165,9717,78,0,0
2023-05-13,14081,26593,15387,8128,72,0,0
2023-05-14,17400,35653,19801,9907,66,0,0
2023-05-15,15662,29597,16850,8966,86,0,0
2023-05-16,13441,25008,14480,7802,81,0,0
2023-05-17,14293,26016,15375,8206,78,0,0
2023-05-18,13468,24487,14315,7459,83,0,0
2023-05-19,17532,33040,18615,9198,84,0,0
2023-05-20,17796,33296,18934,9166,75,0,0
2023-05-21,16294,30442,17846,9248,71,0,0
2023-05-22,15471,34636,17583,7157,73,0,0
2023-05-23,17691,41993,18982,6916,77,0,0
2023-05-24,19607,46388,20908,7918,83,0,0
2023-05-25,21680,51484,23319,8353,80,0,0
2023-05-26,17211,41580,18453,6417,74,0,0
2023-05-27,14332,34178,15430,5424,75,0,0
2023-05-28,13798,31708,14662,5509,73,0,0
2023-05-29,20563,53396,22244,7005,92,0,0
2023-05-30,16105,37950,17264,6452,87,0,0
2023-05-31,31253,85686,33237,8200,106,0,0
